,FIYAT,IL,ILCE,MAHALLE,ARSA_TIPI,METREKARE,TAPU_DURUMU,METREKARE_BIRIM_FIYAT,PARSEL,TAKAS_BILINMIYOR,TAKAS_EVET,TAKAS_HAYIR,KAT_KARSILIGI_EVET,KAT_KARSILIGI_HAYIR,KREDIYE_UYGUNLUK_BILINMIYOR,KREDIYE_UYGUNLUK_UYGUN,KREDIYE_UYGUNLUK_UYGUN DEGIL
16323,1050000,ISTANBUL,MALTEPE,ESENKENT,K_T,188,MUSTAKIL PARSEL,516.95,3.0,0,1,0,0,1,0,1,0
16324,98000,ERZURUM,YAKUTIYE,LALAPASA,I_T,200,HISSELI TAPU,750.0,3.0,0,0,1,0,1,0,1,0
16327,300000,AYDIN,DIDIM,BALAT,TARLA,7000,MUSTAKIL PARSEL,481.75,36.0,0,0,0,0,1,0,0,0
16328,290000,ANKARA,GOLBASI,SUBASI,TARLA,11000,HISSELI TAPU,6105.8,186.33333333333334,0,1,0,0,1,0,0,0
16329,80000,CANAKKALE,GELIBOLU,DEMIRTEPE,I_K,500,MUSTAKIL PARSEL,3848.1353333333336,297.949494949495,0,1,0,0,1,0,0,0
16331,200000,BALIKESIR,ALTIEYLUL,KOYLU,I_K,725,MUSTAKIL PARSEL,121.0,89.66666666666667,0,0,0,0,1,0,0,0
16332,85000,KONYA,SELCUKLU,BASARAKAVAK,TARLA,4500,MUSTAKIL PARSEL,18.0,374.3,0,0,1,0,1,1,0,0
16333,260000,YALOVA,CIFTLIKKOY,500 EVLER,I_K,473,MUSTAKIL PARSEL,360.0,12.0,0,0,1,0,1,0,0,1
16334,175000,VAN,EDREMIT,YENI CAMI,M_A,550,MUSTAKIL PARSEL,319.0,67.0,0,0,1,0,1,0,1,0
16335,111111,IZMIR,CESME,ILDIR,S_A,339,HISSELI TAPU,1.0,1.0,0,0,1,0,1,0,0,1
16336,425000,BOLU,MERKEZ,KULTUR,I_K,358,MUSTAKIL PARSEL,130.0,671.5,0,0,0,0,1,0,0,0
16337,80000,KONYA,MERAM,KIZILOREN,TARLA,3207,MUSTAKIL PARSEL,516.95,81.0,0,0,0,0,1,0,0,1
16338,1850,ORDU,ALTINORDU,KARAPINAR,I_S,563,MUSTAKIL PARSEL,3280.0,27.333333333333332,0,0,0,0,1,0,1,0
16339,1750000,MERSIN(ICEL),SILIFKE,YENI,BAHCE,14120,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16340,105000,BALIKESIR,EDREMIT,HEKIMZADE,K_T,100,MUSTAKIL PARSEL,304.5,126.44444444444444,0,1,0,1,0,0,1,0
16342,1750000,IZMIR,ALIAGA,YENISAKRAN,ZEYTINLIK,8720,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,1,0
16343,48000,ANKARA,CUBUK,MELIKSAH,TARLA,1,MUSTAKIL PARSEL,200.8,85.0,0,0,0,0,1,0,0,0
16344,500000,BALIKESIR,ERDEK,TURAN,TARLA,340,MUSTAKIL PARSEL,722.3333333333334,38.0,0,0,0,0,1,0,0,0
16345,400000,KIRKLARELI,MERKEZ,KAVAKLI (CELALIYE),K_T,818,MUSTAKIL PARSEL,516.95,2.5714285714285716,0,0,0,0,1,0,0,0
16346,200000,IZMIR,TORBALI,DIRMIL,ZEYTINLIK,11000,MUSTAKIL PARSEL,6105.8,186.33333333333334,0,0,1,0,1,0,1,0
16347,550000,KOCAELI,GOLCUK,SIYRETIYE,TARLA,2400,MUSTAKIL PARSEL,50.0,836.6153846153846,0,0,0,0,1,0,0,0
16348,195000,TEKIRDAG,SULEYMANPASA,YENIKOY,BAG,1344,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16349,1500000,MUGLA,FETHIYE,GOKCEOVACIK,TARLA,2094,MUSTAKIL PARSEL,716.0,72.0,0,0,1,0,1,0,1,0
16351,110000,BURSA,IZNIK,MUSTAFALI,ZEYTINLIK,791,MUSTAKIL PARSEL,125.0,40.0,0,0,0,1,0,0,0,0
16352,1550000,KOCAELI,KARAMURSEL,KARAAHMETLI,BAHCE,1662,MUSTAKIL PARSEL,836.0,241.0,0,0,1,0,1,0,0,0
16353,320000,IZMIR,MENEMEN,FATIH,I_K,439,MUSTAKIL PARSEL,516.95,12.0,0,0,0,0,1,0,0,0
16354,1849000,ISTANBUL,SILE,KIZILCA,K_T,11499,MUSTAKIL PARSEL,1000.0,1.0,0,0,0,0,1,0,1,0
16355,1200000,ISTANBUL,SILIVRI,KAVAKLI,M_A,2000,MUSTAKIL PARSEL,500.0,319.34285714285716,0,0,1,0,1,0,1,0
16356,315000,BALIKESIR,GOMEC,KARAAGAC,I_K,309,MUSTAKIL PARSEL,374.5,27.75,0,0,0,0,1,0,0,0
16357,312800,BOLU,MERKEZ,BURNUK,TARLA,7820,MUSTAKIL PARSEL,40.0,252.0,0,0,1,0,1,0,0,1
16358,220000,ANTALYA,KORKUTELI,UZUNOLUK,I_K,575,MUSTAKIL PARSEL,153.66666666666666,8.25,0,0,0,0,1,0,0,0
16359,1800000,ISTANBUL,KADIKOY,MERDIVENKOY,I_K,149,BILINMIYOR,516.95,6.0,0,0,1,1,0,0,1,0
16360,320000,BURSA,MUDANYA,CEPNI,ZEYTINLIK,1805,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16361,125000,KARABUK,MERKEZ,KALE,BAG,1070,MUSTAKIL PARSEL,158.6,116.8,0,0,0,0,1,0,0,0
16363,245000,EDIRNE,MERKEZ,ISTASYON,I_K,251,MUSTAKIL PARSEL,448.3333333333333,19.0,0,0,1,0,1,0,1,0
16364,650000,MUGLA,MILAS,KARAPINAR,I_K,2700,MUSTAKIL PARSEL,294.6666666666667,647.5714285714286,0,0,0,0,1,0,1,0
16365,53000,ISTANBUL,SILIVRI,BEYCILER,TARLA,448,HISSELI TAPU,607.5,725.0,0,1,0,0,1,0,0,1
16368,350000,ANTALYA,FINIKE,BOLDAG,I_K,278,MUSTAKIL PARSEL,1190.0,9.0,0,1,0,0,1,0,1,0
16369,110000,IZMIR,TIRE,IHSANIYE,OZEL_K,120,MUSTAKIL PARSEL,3941.1111111111113,9.5,0,0,0,0,1,0,0,0
16371,195000,CANAKKALE,EZINE,GEYIKLI (HURRIYET),I_K,227,MUSTAKIL PARSEL,200.0,31.25,0,0,0,0,1,0,0,0
16372,44000,ANKARA,AYAS,TEKKE,I_K,500,HISSELI TAPU,3848.1353333333336,4.0,0,1,0,0,1,0,1,0
16373,557700,ANTALYA,AKSU,SOLAK,TARLA,3718,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16374,460000,CANAKKALE,BAYRAMIC,DALOBA,BAHCE,10107,MUSTAKIL PARSEL,516.95,1.0,0,1,0,0,1,0,1,0
16375,900000,IZMIR,KEMALPASA,AKALAN,BAHCE,4400,MUSTAKIL PARSEL,250.0,462.25,0,0,1,0,1,0,1,0
16376,99000,IZMIR,BERGAMA,AYVATLAR,I_K,175,MUSTAKIL PARSEL,161.5,446.0,0,0,0,0,1,0,0,0
16377,800000,BURSA,NILUFER,BADIRGA,I_K,2210,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
16379,111111,ANKARA,GOLBASI,TASPINAR,I_K,10200,MUSTAKIL PARSEL,14.0,237.0,0,0,1,1,0,0,0,0
16383,1520000,MERSIN(ICEL),SILIFKE,ATAYURT,TARLA,15200,MUSTAKIL PARSEL,105.0,29.0,0,0,1,0,1,0,1,0
16384,500000,ANTALYA,DOSEMEALTI,YENIKOY,I_K,650,MUSTAKIL PARSEL,494.6923076923077,7.0,0,0,1,0,1,0,1,0
16385,470000,TOKAT,MERKEZ,KASIKCIBAGLARI,TARLA,4000,MUSTAKIL PARSEL,5268.915384615384,264.3611111111111,0,0,0,0,1,0,0,0
16386,900000,GAZIANTEP,SAHINBEY,AKBULUT,BAHCE,4500,MUSTAKIL PARSEL,200.0,374.3,0,0,1,0,1,0,0,1
16387,320000,BALIKESIR,KARESI,KUVA-I MILLIYE,I_K,311,MUSTAKIL PARSEL,1000.0,62.0,0,0,1,0,1,0,1,0
16388,350000,MERSIN(ICEL),AYDINCIK,ESKIYURUK,K_T,1607,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16389,1600000,MUGLA,MENTESE,MUSLIHITTIN,I_T,240,MUSTAKIL PARSEL,360.75,48.857142857142854,0,0,1,0,1,0,1,0
16393,420000,MERSIN(ICEL),SILIFKE,YESILOVACIK,I_K,642,MUSTAKIL PARSEL,2500.0,89.66666666666667,0,0,0,0,1,0,0,0
16394,490000,BALIKESIR,BURHANIYE,KIZIKLI,TARLA,3380,MUSTAKIL PARSEL,1.0,1.0,0,0,1,0,1,0,1,0
16395,250000,IZMIR,SEFERIHISAR,ORHANLI,TARLA,1882,MUSTAKIL PARSEL,1.0,2.0,0,0,1,0,1,0,1,0
16396,475000,BURSA,KESTEL,KOZLUOREN,BAHCE,5100,MUSTAKIL PARSEL,39.0,12.222222222222221,0,0,0,0,1,0,0,0
16397,800000,MERSIN(ICEL),SILIFKE,SAYAGZI,I_K,1900,MUSTAKIL PARSEL,431.6666666666667,71.66666666666667,0,0,0,0,1,0,0,0
16399,232000,ANKARA,CANKAYA,YAKUPABDAL,TARLA,1600,MUSTAKIL PARSEL,292.5,562.1764705882352,0,0,0,0,1,0,0,0
16400,650000,CANAKKALE,EZINE,GEYIKLI (CUMHURIYET),ZEYTINLIK,16900,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16401,215000,BURSA,MUDANYA,ESENCE,ZEYTINLIK,668,MUSTAKIL PARSEL,207.0,6.0,0,0,1,0,1,1,0,0
16402,1650000,ISTANBUL,SILIVRI,ALIPASA,I_K,904,MUSTAKIL PARSEL,1005.0,11.0,0,0,1,0,1,0,1,0
16404,475000,KOCAELI,KARAMURSEL,TEPEKOY,TARLA,4412,MUSTAKIL PARSEL,516.95,33.0,0,0,1,0,1,0,0,0
16406,249000,KIRKLARELI,PINARHISAR,SUTLUCE,TARLA,2106,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16407,675000,MUGLA,BODRUM,GUMUSLUK,I_K,652,MUSTAKIL PARSEL,1009.5,8.0,0,0,1,0,1,0,0,0
16408,475000,SAMSUN,BAFRA,DEDELI,TARLA,2500,MUSTAKIL PARSEL,23037.81818181818,413.75,0,0,0,0,1,0,1,0
16409,1250000,ADIYAMAN,MERKEZ,ALTINSEHIR,TARLA,2500,MUSTAKIL PARSEL,500.0,413.75,0,0,1,0,1,0,1,0
16413,1500000,ANTALYA,GAZIPASA,ZEYTINADA,I_K,6000,MUSTAKIL PARSEL,9529.823999999999,47.0,0,0,1,0,1,0,1,0
16415,450000,MARDIN,ARTUKLU,NUR,TARLA,7615,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16416,150000,BURDUR,BUCAK,ALAATTIN,I_K,455,MUSTAKIL PARSEL,1045.75,347.3333333333333,0,0,0,1,0,0,0,0
16417,95000,BALIKESIR,ALTIEYLUL,AKCAKOY,TARLA,4400,MUSTAKIL PARSEL,7128.75,462.25,0,0,0,1,0,0,0,0
16418,1300000,ISTANBUL,CATALCA,CIFTLIKKOY,M_A,996,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16419,42000,KONYA,MERAM,GODENE,BAHCE,470,HISSELI TAPU,63.0,86.0,0,0,1,0,1,0,0,0
16420,1350000,BOLU,MERKEZ,KILICARSLAN,I_K,627,MUSTAKIL PARSEL,2150.0,6.0,0,0,1,0,1,0,1,0
16421,220000,SAMSUN,BAFRA,FEVZI CAKMAK,I_S,172,MUSTAKIL PARSEL,516.95,16.0,0,0,0,0,1,0,0,0
16423,650000,MUGLA,MILAS,OREN,I_K,549,MUSTAKIL PARSEL,800.0,3.0,0,0,1,0,1,0,0,1
16425,450000,KOCAELI,KORFEZ,KALBURCU,TARLA,3383,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16426,1100000,ISTANBUL,BEYKOZ,MERKEZ,I_K,210,MUSTAKIL PARSEL,635.5,10.0,0,0,1,0,1,0,1,0
16427,450000,BALIKESIR,AYVALIK,KAZIM KARABEKIR,ZEYTINLIK,8311,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16428,1300000,ISTANBUL,SILIVRI,KADIKOY,TARLA,8600,MUSTAKIL PARSEL,20.0,25.0,0,1,0,0,1,0,1,0
16433,265000,ANKARA,SINCAN,ALCI,I_K,732,MUSTAKIL PARSEL,2254.0,7.0,0,0,0,1,0,0,0,0
16434,300000,MUGLA,FETHIYE,GOCEK,TARLA,1316,MUSTAKIL PARSEL,144.0,59.0,0,0,0,0,1,0,0,0
16435,550000,KOCAELI,IZMIT,KAYNARCA,TARLA,2600,MUSTAKIL PARSEL,215.0,193.22222222222223,0,1,0,0,1,0,1,0
16436,450000,TOKAT,MERKEZ,EMIRSEYIT (BAHCELIEVLER),TARLA,3346,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
16437,188000,KAHRAMANMARAS,DULKADIROGLU,KUCUKNACAR,TARLA,8700,MUSTAKIL PARSEL,15.0,78.0,0,1,0,0,1,0,1,0
16439,160000,IZMIR,BUCA,KARACAAGAC,BAHCE,415,MUSTAKIL PARSEL,2083.0,50.5,0,0,0,0,1,0,0,0
16440,195000,BALIKESIR,ALTIEYLUL,KOYLU,M_A,724,MUSTAKIL PARSEL,269.0,6.0,0,0,1,0,1,0,0,1
16444,22500,ANKARA,CUBUK,OVACIK,TARLA,2391,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16447,125000,MERSIN(ICEL),SILIFKE,UZUNCABURC,I_K,960,MUSTAKIL PARSEL,1015.3333333333334,459.6,0,0,0,0,1,0,0,0
16448,475000,BARTIN,MERKEZ,GECEN,TARLA,4149,MUSTAKIL PARSEL,516.95,621.0,0,0,0,0,1,0,0,0
16449,560000,KAYSERI,HACILAR,AKYAZI,BAG,1647,MUSTAKIL PARSEL,516.95,15.0,0,0,1,0,1,0,1,0
16451,750000,IZMIR,BAYRAKLI,OSMANGAZI,I_K,316,MUSTAKIL PARSEL,200.0,7.0,0,0,0,0,1,0,1,0
16452,100000,ANTALYA,ALANYA,IMAMLI,TARLA,12700,MUSTAKIL PARSEL,100.0,89.66666666666667,0,0,0,0,1,0,0,0
16453,1500000,ISTANBUL,CATALCA,KABAKCA,TARLA,7900,MUSTAKIL PARSEL,400.0,1.3333333333333333,0,0,0,0,1,0,0,0
16455,98000,MANISA,SOMA,ISTASYON,I_K,310,MUSTAKIL PARSEL,564.2,570.4615384615385,0,0,1,0,1,0,0,0
16456,195000,GAZIANTEP,SEHITKAMIL,AKCAGOZE,BAG,5400,MUSTAKIL PARSEL,230.5,122.0,0,1,0,1,0,0,0,0
16457,245000,MUGLA,MILAS,KORU,ZEYTINLIK,2485,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
16459,205000,ANTALYA,DOSEMEALTI,CIPLAKLI,I_K,365,MUSTAKIL PARSEL,3780.0,7.5,0,0,1,0,1,0,1,0
16462,350000,MUGLA,MENTESE,ZEYTIN,I_K,678,MUSTAKIL PARSEL,316.45,281.0,0,0,0,0,1,0,0,0
16463,175000,KOCAELI,GOLCUK,DUZAGAC,BAG,8392,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,1,0
16465,145000,BURSA,GEMLIK,HAMIDIYE,I_K,104,MUSTAKIL PARSEL,516.95,12.0,0,1,0,1,0,0,1,0
16466,310000,BURSA,ORHANGAZI,YENIKOY,ZEYTINLIK,6150,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16467,150000,KONYA,KARATAY,KEYKUBAT,I_K,98,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16470,200000,CANAKKALE,LAPSEKI,GURECI,TARLA,4526,MUSTAKIL PARSEL,516.95,72.0,0,0,1,0,1,1,0,0
16472,180000,KIRKLARELI,MERKEZ,KAPAKLI,TARLA,7454,MUSTAKIL PARSEL,24.0,15.0,0,0,1,0,1,0,1,0
16474,990000,KAYSERI,INCESU,BAHCESARAY,BAG,8394,MUSTAKIL PARSEL,516.95,127.0,0,1,0,0,1,0,1,0
16475,295000,KASTAMONU,MERKEZ,UMIT,TARLA,2013,MUSTAKIL PARSEL,516.95,89.66666666666667,0,1,0,1,0,0,0,0
16476,675000,ORDU,ALTINORDU,AKYAZI,BAHCE,325,MUSTAKIL PARSEL,476.6666666666667,638.0,0,0,0,0,1,0,0,0
16477,580000,ISTANBUL,SILIVRI,MIMAR SINAN,I_K,540,MUSTAKIL PARSEL,664.0,3.0,0,0,1,0,1,0,1,0
16479,225000,BALIKESIR,ERDEK,CELTIKCI,ZEYTINLIK,1850,MUSTAKIL PARSEL,2140.4,727.2,0,0,1,0,1,0,0,0
16481,990000,BOLU,MERKEZ,CAMYAYLA,TARLA,14000,HISSELI TAPU,5177.11,69.0,0,0,1,0,1,0,0,0
16482,850000,ANTALYA,KONYAALTI,BAHTILI,BAHCE,500,HISSELI TAPU,1700.0,83.0,0,1,0,0,1,0,1,0
16483,199000,BURSA,MUDANYA,KAYMAKOBA,TARLA,2300,MUSTAKIL PARSEL,33957.88888888889,502.8181818181818,0,1,0,0,1,0,0,1
16485,95000,MUGLA,MENTESE,YERKESIK,TARLA,5140,MUSTAKIL PARSEL,19.0,19.0,0,0,0,0,1,0,0,0
16486,210000,BALIKESIR,BURHANIYE,BOREZLI,I_K,482,MUSTAKIL PARSEL,265.75,1.0,0,0,1,0,1,0,1,0
16487,60000,BALIKESIR,ALTIEYLUL,DERECIFTLIK,TARLA,2575,MUSTAKIL PARSEL,516.95,756.0,0,0,1,0,1,0,1,0
16489,1080000,BURSA,NILUFER,BUYUKBALIKLI,TARLA,5955,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16491,75000,IZMIR,BERGAMA,CAMOBA,ZEYTINLIK,4000,MUSTAKIL PARSEL,5268.915384615384,264.3611111111111,0,0,0,0,1,0,0,0
16494,565000,ANKARA,SINCAN,UCRET,TARLA,9425,MUSTAKIL PARSEL,60.0,89.66666666666667,0,0,1,0,1,0,0,0
16495,150000,ISTANBUL,CATALCA,KARACAKOY MERKEZ,TARLA,400,HISSELI TAPU,516.95,883.0,0,0,1,0,1,0,0,1
16498,950000,MUGLA,MENTESE,AKCAOVA,I_T,1600,MUSTAKIL PARSEL,292.5,562.1764705882352,0,0,0,0,1,0,0,0
16499,95000,ANTALYA,KORKUTELI,TASKESIGI,TARLA,1850,MUSTAKIL PARSEL,2140.4,727.2,0,0,0,0,1,0,0,0
16500,200000,BALIKESIR,ALTIEYLUL,YAKUPKOY,TARLA,2593,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16501,1150000,AYDIN,EFELER,MESUTLU,CIFTLIK,8180,HISSELI TAPU,516.95,641.0,0,1,0,0,1,0,1,0
16502,250000,MUGLA,MILAS,YASYER,TARLA,6250,MUSTAKIL PARSEL,114.0,396.0,0,0,1,0,1,0,0,1
16505,750000,MUGLA,MENTESE,KIRAN,TARLA,2006,MUSTAKIL PARSEL,373.0,2.0,0,0,1,0,1,0,0,1
16507,1400000,KARABUK,SAFRANBOLU,YAZIKOY,I_K,5685,MUSTAKIL PARSEL,516.95,1.0,0,1,0,0,1,0,1,0
16511,1500000,BALIKESIR,EDREMIT,NARLI,ZEYTINLIK,16092,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,0,0
16512,565000,MALATYA,YESILYURT,GUNDUZBEY,I_K,945,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16513,120000,TEKIRDAG,SARKOY,ISTIKLAL,I_K,320,MUSTAKIL PARSEL,550.0,5.2,0,1,0,1,0,0,1,0
16514,610000,KAYSERI,TALAS,ENDURLUK,TARLA,5350,MUSTAKIL PARSEL,38.0,341.75,0,0,0,0,1,0,0,0
16515,817000,MUGLA,ORTACA,FEVZIYE,I_K,817,MUSTAKIL PARSEL,1000.0,130.0,0,0,1,0,1,0,0,0
16516,715000,ANKARA,ETIMESGUT,FEVZIYE,TARLA,5563,MUSTAKIL PARSEL,516.95,44.0,0,0,0,0,1,0,0,0
16518,39500,ANKARA,CUBUK,KARATAS,TARLA,2748,MUSTAKIL PARSEL,37.0,1.0,0,0,0,0,1,0,0,0
16520,342000,BURSA,NILUFER,AKCALAR,TARLA,2300,MUSTAKIL PARSEL,33957.88888888889,502.8181818181818,0,0,0,0,1,0,0,0
16521,65000,CANAKKALE,CAN,CALTIKARA,M_A,730,MUSTAKIL PARSEL,375.0,531.3333333333334,0,0,0,0,1,0,0,0
16522,135000,BALIKESIR,SINDIRGI,CAVDAROGLU,I_K,306,MUSTAKIL PARSEL,3235.0,449.0,0,0,0,0,1,0,0,0
16523,1250000,ANKARA,ETIMESGUT,FEVZIYE,TARLA,11907,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
16525,360000,MERSIN(ICEL),TARSUS,KARADIRLIK,TARLA,6000,MUSTAKIL PARSEL,9529.823999999999,477.9259259259259,0,0,0,0,1,0,0,0
16526,125000,ANKARA,MAMAK,KUTLUDUGUN,I_K,627,MUSTAKIL PARSEL,200.0,2.0,0,0,1,0,1,0,1,0
16527,150000,EDIRNE,MERKEZ,KOCA SINAN,TARLA,3171,HISSELI TAPU,516.95,89.66666666666667,0,0,1,0,1,0,0,0
16528,1860000,ANKARA,ETIMESGUT,BALIKUYUMCU,TARLA,12000,MUSTAKIL PARSEL,31330.625,196.125,0,0,0,0,1,0,0,0
16531,880000,IZMIR,CESME,MUSALLA,TARLA,3935,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,1,0
16533,260000,KOCAELI,KARAMURSEL,CAMCUKUR,I_K,498,MUSTAKIL PARSEL,1721.0,9.4,0,0,0,0,1,0,0,0
16537,480000,SINOP,MERKEZ,KORUCUK,I_K,387,MUSTAKIL PARSEL,157.66666666666666,678.0,0,0,1,0,1,0,1,0
16538,215000,CANAKKALE,EZINE,MAHMUDIYE (ATATURK),TARLA,13000,MUSTAKIL PARSEL,17.0,134.57142857142858,0,0,1,0,1,0,1,0
16541,220000,AYDIN,KUSADASI,KIRAZLI,TARLA,1317,MUSTAKIL PARSEL,516.95,22.0,0,0,1,0,1,0,1,0
16542,1700000,KASTAMONU,MERKEZ,GOLKOY,TARLA,4000,BILINMIYOR,425.0,63.0,0,0,1,0,1,0,1,0
16543,115000,HATAY,KIRIKHAN,GAZI,I_K,303,MUSTAKIL PARSEL,816.3333333333334,250.28571428571428,0,0,0,0,1,0,0,0
16545,500000,GIRESUN,KESAP,FINDIKLI,K_T,1500,MUSTAKIL PARSEL,50.0,456.0,0,0,1,0,1,0,1,0
16546,200000,CANAKKALE,GELIBOLU,BAYIRKOY,TARLA,1226,MUSTAKIL PARSEL,371.0,1.0,0,0,1,0,1,0,0,0
16547,180000,TEKIRDAG,SULEYMANPASA,BARBAROS,I_K,438,MUSTAKIL PARSEL,787.0,563.0,0,0,1,1,0,0,1,0
16548,1600000,TEKIRDAG,ERGENE,VELIMESE,I_S,5000,MUSTAKIL PARSEL,11111.59142857143,544.2083333333334,0,0,0,0,1,0,0,0
16549,60000,EDIRNE,UZUNKOPRU,DANISMENT,TARLA,5300,MUSTAKIL PARSEL,11.0,146.0,0,0,1,0,1,0,1,0
16550,1092000,OSMANIYE,BAHCE,YESIL YURT,I_K,3122,MUSTAKIL PARSEL,1.0,1.0,0,0,0,1,0,0,0,0
16551,1350000,ISTANBUL,KAGITHANE,CELIKTEPE,I_K,110,MUSTAKIL PARSEL,4.0,28.0,0,0,0,1,0,0,0,0
16552,175000,ANTALYA,DOSEMEALTI,BIYIKLI,I_K,406,MUSTAKIL PARSEL,919.3333333333334,32.142857142857146,0,0,0,0,1,0,0,0
16553,190000,BURSA,IZNIK,GOLLUCE,ZEYTINLIK,3400,MUSTAKIL PARSEL,595.4444444444445,575.8571428571429,0,0,0,1,0,0,0,0
16555,75000,KONYA,SELCUKLU,AKSEMSETTIN,I_K,442,HISSELI TAPU,610.0,1.0,0,0,1,0,1,0,1,0
16558,205000,BALIKESIR,GONEN,AKCAPINAR,TARLA,10700,MUSTAKIL PARSEL,130.0,91.0,0,1,0,0,1,0,1,0
16559,160000,ANKARA,ETIMESGUT,YUKARIYURTCU,I_K,350,HISSELI TAPU,450.0,481.9,0,0,1,1,0,0,1,0
16562,685000,SAMSUN,ATAKUM,BUYUKKOLPINAR,I_K,754,MUSTAKIL PARSEL,325000.0,13.666666666666666,0,1,0,1,0,0,0,0
16563,99000,VAN,EDREMIT,ELMALIK,I_K,500,MUSTAKIL PARSEL,3848.1353333333336,297.949494949495,0,0,0,0,1,0,0,0
16566,980000,IZMIR,TIRE,KAHRAT,TARLA,3404,MUSTAKIL PARSEL,287.0,4.0,0,0,1,0,1,0,0,1
16567,695000,KOCAELI,DILOVASI,TAVSANCIL,I_K,500,MUSTAKIL PARSEL,1350.0,1.0,0,1,0,0,1,0,1,0
16568,73000,HATAY,ALTINOZU,YUNUSHANI,ZEYTINLIK,2772,MUSTAKIL PARSEL,516.95,63.0,0,0,0,0,1,0,1,0
16569,75000,SAKARYA,GEYVE,HACIOSMANLAR,TARLA,4636,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16570,500000,TOKAT,TURHAL,DOKMETEPE,TARLA,10000,MUSTAKIL PARSEL,4065.548387096774,287.3333333333333,0,0,1,0,1,0,1,0
16572,750000,IZMIR,MENEMEN,MERMERLI,ZEYTINLIK,8500,MUSTAKIL PARSEL,18329.272727272728,2.5,0,1,0,0,1,0,1,0
16573,1470000,MUGLA,DATCA,MESUDIYE,ZEYTINLIK,2669,MUSTAKIL PARSEL,516.95,21.0,0,0,1,0,1,0,0,1
16574,475000,ANTALYA,DOSEMEALTI,BADEMAGACI,TARLA,5940,MUSTAKIL PARSEL,15.0,148.0,0,1,0,0,1,0,1,0
16577,405000,ANKARA,SINCAN,YENIHISAR,I_K,1470,MUSTAKIL PARSEL,516.95,47.5,0,0,0,1,0,0,1,0
16579,255000,ORDU,PERSEMBE,KALEYAKA,I_K,543,MUSTAKIL PARSEL,1495.0,367.0,0,0,0,0,1,0,0,0
16583,50000,IZMIR,TIRE,DEREBASI,BAHCE,230,MUSTAKIL PARSEL,470.0,190.9,0,0,0,0,1,0,0,0
16584,1404000,GAZIANTEP,SAHINBEY,AKBULUT,TARLA,18720,MUSTAKIL PARSEL,75.0,89.66666666666667,0,0,1,0,1,0,0,1
16585,750000,MANISA,SALIHLI,DURASILLI,TARLA,9280,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16586,875000,YALOVA,ALTINOVA,HERSEK,I_K,2180,MUSTAKIL PARSEL,917.0,7.0,0,0,1,0,1,0,1,0
16587,80000,ANKARA,CUBUK,IKIPINAR,BAG,4816,MUSTAKIL PARSEL,16.0,7.0,0,0,1,0,1,0,1,0
16588,230000,DENIZLI,PAMUKKALE,DELIKTAS,I_K,290,MUSTAKIL PARSEL,434.63625,22.0,0,0,1,0,1,0,1,0
16589,385000,ORDU,PERSEMBE,KALEYAKA,I_K,1448,MUSTAKIL PARSEL,516.95,113.0,0,0,0,0,1,0,0,0
